CAMPANA,CODIGO_DEL_PRODUCTO,CANTIDADES_ESTIMADAS
201909,P04230,11701
201909,P04231,812
201909,P04232,7921
201909,P04233,1961
201909,P04234,2035
201909,P04235,7054
201909,P04236,4890
201909,P04237,1446
201909,P04238,549
201909,P04239,2297
201909,P04240,5331
201909,P04241,2416
201909,P04242,1400
201909,P04243,189
201909,P04244,7857
201909,P04245,4196
201909,P04246,2470
201909,P04247,3000
201909,P04248,1447
201909,P04249,1085
201909,P04250,2790
201909,P04251,2056
201909,P04252,2386
201909,P04253,9670
201909,P04254,5507
201909,P04255,7709
201909,P04256,3751
201909,P04257,6321
201909,P04258,2738
201909,P04259,3769
201909,P04260,1218
201909,P04261,28580
201909,P04262,2051
201909,P04263,3840
201909,P04264,1939
201909,P04265,4028
201909,P04266,1726
201909,P04267,3181
201909,P04268,1297
201909,P04269,2256
201909,P04270,1337
201909,P04271,21526
201909,P04272,8268
201909,P04273,8728
201909,P04274,2452
201909,P04275,979
201909,P04276,2320
201909,P04277,6597
201909,P04278,2247
201909,P04279,6871
201909,P04280,2435
201909,P04281,9583
201909,P04282,1575
201909,P04283,2027
201909,P04284,1516
201909,P04285,3897
201909,P04286,980
201909,P04287,8876
201909,P04288,435
201909,P04289,2143
201909,P04290,14845
201909,P04291,5758
201909,P04292,6247
201909,P04293,586
201909,P04294,33186
201909,P04295,2959
201909,P04296,5315
201909,P04297,2529
201909,P04298,1946
201909,P04299,1348
201909,P04300,5310
201909,P04301,891
201909,P04302,2140
201909,P04303,4387
201909,P04304,1022
201909,P04305,1287
201909,P04306,3887
201909,P04307,4874
201909,P04308,6804
201909,P04309,1680
201909,P04310,343
201909,P04311,4251
201909,P04312,2432
201909,P04313,2073
201909,P04314,1918
201909,P04315,124
201909,P04316,9242
201909,P04317,2176
201909,P04318,25002
201909,P04319,5266
201909,P04320,18922
201909,P04321,1298
201909,P04322,100
201909,P04323,3109
201909,P04324,2396
201909,P04325,14059
201909,P04326,4947
201909,P04327,1005
201909,P04328,1360
201909,P04329,3752
201909,P04330,1338
201909,P04331,8752
201909,P04332,10140
201909,P04333,3065
201909,P04334,48
201909,P04335,494
201909,P04336,3265
201909,P04337,3746
201909,P04338,10007
201909,P04339,4689
201909,P04340,833
201909,P04341,7930
201909,P04342,1774
201909,P04343,2739
201909,P04344,3044
201909,P04345,1598
201909,P04346,8542
201909,P04347,5201
201909,P04348,3581
201909,P04349,4976
201909,P04350,2601
201909,P04351,1222
201909,P04352,604
201909,P04353,2377
201909,P04354,8089
201909,P04355,4132
201909,P04356,706
201909,P04357,11688
201909,P04358,5692
201909,P04359,2231
201909,P04360,4587
201909,P04361,9883
201909,P04362,4464
201909,P04363,9727
201909,P04364,1845
201909,P04365,5427
201909,P04366,9464
201909,P04367,125
201909,P04368,3440
201909,P04369,6883
201909,P04370,1082
201909,P04371,455
201909,P04372,964
201909,P04373,7755
201909,P04374,7647
201909,P04375,1448
201909,P04376,4254
201909,P04377,2400
201909,P04378,541
201909,P04379,913
201909,P04380,2878
201909,P04381,5913
201909,P04382,527
201909,P04383,9404
201909,P04384,1750
201909,P04385,29405
201909,P04386,2301
201909,P04387,3730
201909,P04388,3178
201909,P04389,1224
201909,P04390,3368
201909,P04391,14053
201909,P04392,4846
201909,P04393,1072
201909,P04394,16791
201909,P04395,4883
201909,P04396,6967
201909,P04397,2071
201909,P04398,290
201909,P04399,35941
201909,P04400,5744
201909,P04401,6737
201909,P04402,2274
201909,P04403,8382
201909,P04404,5136
201909,P04405,750
201909,P04406,1186
201909,P04407,12815
201909,P04408,18009
201909,P04409,18070
201909,P04410,490
201909,P04411,550
201909,P04412,1548
201909,P04413,6248
201909,P04414,3070
201909,P04415,8230
201909,P04416,9954
201909,P04417,4431
201909,P04418,1977
201909,P04419,4107
201909,P04420,5521
201909,P04421,1334
201909,P04422,11759
201909,P04423,5694
201909,P04424,9949
201909,P04425,9300
201909,P04426,3185
201909,P04427,7766
201909,P04428,6774
201909,P04429,3654
201909,P04430,10202
201909,P04431,5044
201909,P04432,19952
201909,P04433,5728
201910,P04434,734
201910,P04435,3767
201910,P04436,4651
201910,P04437,3305
201910,P04438,2046
201910,P04439,982
201910,P04440,4810
201910,P04441,9007
201910,P04442,6404
201910,P04443,6549
201910,P04444,1342
201910,P04445,26631
201910,P04446,11225
201910,P04447,2162
201910,P04448,1563
201910,P04449,3510
201910,P04450,2432
201910,P04451,1738
201910,P04452,1160
201910,P04453,2485
201910,P04454,2826
201910,P04455,3772
201910,P04456,2513
201910,P04457,14768
201910,P04458,2489
201910,P04459,1291
201910,P04460,2581
201910,P04461,4077
201910,P04462,2692
201910,P04463,2719
201910,P04464,4992
201910,P04465,3360
201910,P04466,3011
201910,P04467,17241
201910,P04468,870
201910,P04469,14136
201910,P04470,3612
201910,P04471,5869
201910,P04472,1204
201910,P04473,3086
201910,P04474,2648
201910,P04475,2116
201910,P04476,342
201910,P04477,1374
201910,P04478,7627
201910,P04479,329
201910,P04480,9628
201910,P04481,4591
201910,P04482,3914
201910,P04483,6034
201910,P04484,4116
201910,P04485,3103
201910,P04486,7747
201910,P04487,26150
201910,P04488,18575
201910,P04489,1618
201910,P04490,6817
201910,P04491,1378
201910,P04492,6119
201910,P04493,2957
201910,P04494,21856
201910,P04495,3830
201910,P04496,3388
201910,P04497,2528
201910,P04498,2838
201910,P04499,7372
201910,P04500,7164
201910,P04501,42607
201910,P04502,1783
201910,P04503,9495
201910,P04504,4257
201910,P04505,452
201910,P04506,2864
201910,P04507,2542
201910,P04508,2486
201910,P04509,822
201910,P04510,4745
201910,P04511,8581
201910,P04512,1999
201910,P04513,471
201910,P04514,1688
201910,P04515,809
201910,P04516,1402
201910,P04517,1314
201910,P04518,5845
201910,P04519,2364
201910,P04520,2930
201910,P04521,1420
201910,P04522,5853
201910,P04523,10687
201910,P04524,845
201910,P04525,3239
201910,P04526,3129
201910,P04527,1397
201910,P04528,3337
201910,P04529,8390
201910,P04530,7194
201910,P04531,1596
201910,P04532,884
201910,P04533,1484
201910,P04534,1369
201910,P04535,7169
201910,P04536,1899
201910,P04537,1880
201910,P04538,777
201910,P04539,2453
201910,P04540,21752
201910,P04541,5176
201910,P04542,3694
201910,P04543,9319
201910,P04544,3912
201910,P04545,5096
201910,P04546,6187
201910,P04547,2053
201910,P04548,572
201910,P04549,6196
201910,P04550,19386
201910,P04551,5945
201910,P04552,1353
201910,P04553,4290
201910,P04554,13950
201910,P04555,4113
201910,P04556,3947
201910,P04557,780
201910,P04558,1052
201910,P04559,7254
201910,P04560,611
201910,P04561,4727
201910,P04562,3828
201910,P04563,6321
201910,P04564,5813
201910,P04565,697
201910,P04566,4455
201910,P04567,1156
201910,P04568,7491
201910,P04569,1141
201910,P04570,2578
201910,P04571,2180
201910,P04572,5337
201910,P04573,618
201910,P04574,3959
201910,P04575,18986
201910,P04576,1373
201910,P04577,1190
201910,P04578,3729
201910,P04579,3579
201910,P04580,2616
201910,P04581,2515
201910,P04582,4166
201910,P04583,921
201910,P04584,796
201910,P04585,7291
201910,P04586,1433
201910,P04587,5905
201910,P04588,4037
201910,P04589,1275
201910,P04590,2666
201910,P04591,462
201910,P04592,5883
201910,P04593,2393
201910,P04594,5632
201910,P04595,74
201910,P04596,1581
201910,P04597,1306
201910,P04598,1770
201910,P04599,2054
201910,P04600,8606
201910,P04601,1365
201910,P04602,4380
201910,P04603,11833
201910,P04604,46760
201910,P04605,1181
201910,P04606,2720
201910,P04607,5561
201910,P04608,3067
201910,P04609,5346
201910,P04610,440
201910,P04611,2578
201910,P04612,10670
201910,P04613,6104
201910,P04614,1199
201910,P04615,3665
201910,P04616,1542
201910,P04617,8729
201910,P04618,5736
201910,P04619,3192
201910,P04620,2585
201910,P04621,1790
201910,P04622,5667
201910,P04623,5398
201910,P04624,8446
201910,P04625,6765
201910,P04626,981
201910,P04627,7680
201910,P04628,2558
201910,P04629,8550
201910,P04630,7419
201910,P04631,2276
201910,P04632,2048
201910,P04633,33784
201910,P04634,2691
201910,P04635,2410
201910,P04636,3878
201910,P04637,8795
201910,P04638,7329
201910,P04639,127
201910,P04640,1644
201910,P04641,14780
201910,P04642,66
201910,P04643,460
201910,P04644,2031
201910,P04645,4582
201910,P04646,9375
201910,P04647,6329
201910,P04648,611
201910,P04649,2273
201910,P04650,17808
201910,P04651,1505
201910,P04652,8379
201910,P04653,7212
201910,P04654,852
201910,P04655,7740
201910,P04656,3979
201910,P04657,5922
201910,P04658,3066
201910,P04659,488
201910,P04660,2923
201910,P04661,14567
201910,P04662,2429
201910,P04663,1934
201910,P04664,1193
201910,P04665,5779
201910,P04666,5761
201910,P04667,2258
201910,P04668,1985
201910,P04669,124
201910,P04670,1388
201910,P04671,2097
201910,P04672,4561
201910,P04673,133
201910,P04674,9605
201910,P04675,1433
201910,P04676,10453
201910,P04677,4071
201910,P04678,8717
201910,P04679,5228
201910,P04680,1301
201910,P04681,11434
201910,P04682,1696
201910,P04683,471
201910,P04684,3040
201910,P04685,5905
201910,P04686,814
201910,P04687,386
201910,P04688,2813
201910,P04689,1569
201910,P04690,1735
201910,P04691,5947
201910,P04692,35799
201910,P04693,4551
201910,P04694,729
201910,P04695,2321
201910,P04696,14093
201910,P04697,3903
201910,P04698,2827
201910,P04699,27902
201910,P04700,2740
201910,P04701,3677
201910,P04702,2357
201910,P04703,3249
201910,P04704,7511
201910,P04705,2165
201910,P04706,447
201910,P04707,1798
201910,P04708,597
201910,P04709,4181
201910,P04710,913
201910,P04711,1821
201910,P04712,1680
201910,P04713,20010
201910,P04714,3475
201910,P04715,11590
201910,P04716,1242
201910,P04717,2696
201910,P04718,4022
201910,P04719,10801
201910,P04720,2434
201910,P04721,11326
201910,P04722,4419
201910,P04723,6044
201910,P04724,2276
201910,P04725,3350
201910,P04726,804
201910,P04727,1912
201910,P04728,2464
201910,P04729,11144
201910,P04730,3068
201910,P04731,4908
201910,P04732,3997
201910,P04733,6939
201910,P04734,1464
201910,P04735,2806
201910,P04736,23289
201910,P04737,1900
201910,P04738,3743
201910,P04739,1110
201910,P04740,1833
201910,P04741,5083
201910,P04742,7347
201910,P04743,2771
201910,P04744,302
201910,P04745,6279
201910,P04746,1049
201910,P04747,1244
201910,P04748,13486
201910,P04749,3466
201910,P04750,2697
201910,P04751,14649
201910,P04752,19517
201910,P04753,5128
201910,P04754,74
201910,P04755,437
201910,P04756,4229
201910,P04757,3060
201910,P04758,12383
201910,P04759,2420
201910,P04760,872
201910,P04761,2168
201910,P04762,4759
201910,P04763,775
201910,P04764,9444
201910,P04765,4843
201910,P04766,3891
201910,P04767,1362
201910,P04768,388
201910,P04769,11569
201910,P04770,309
201910,P04771,3528
201910,P04772,4694
201910,P04773,4259
201910,P04774,262
201910,P04775,809
201910,P04776,4107
201910,P04777,1651
201910,P04778,9674
201910,P04779,5686
201910,P04780,2891
201910,P04781,2465
201910,P04782,844
201910,P04783,107
201910,P04784,1097
201910,P04785,1046
201910,P04786,2480
201910,P04787,4264
201910,P04788,20803
201910,P04789,2889
201910,P04790,132
201910,P04791,1662
201910,P04792,10239
201910,P04793,10024
201910,P04794,19684
201910,P04795,3069
201910,P04796,647
201910,P04797,4274
201910,P04798,699
201910,P04799,1388
201910,P04800,4064
201910,P04801,4435
201910,P04802,1795
201910,P04803,1753
201910,P04804,6660
201910,P04805,759
201910,P04806,4529
201910,P04807,2915
201910,P04808,9787
201910,P04809,2248
201910,P04810,2518
201910,P04811,21953
201910,P04812,1619
201910,P04813,4016
201910,P04814,7930
201910,P04815,3768
201910,P04816,2912
201910,P04817,10041
201910,P04818,3385
201910,P04819,1151
201910,P04820,3353
201910,P04821,4308
201910,P04822,4423
201910,P04823,15836
201910,P04824,6919
201910,P04825,1162
201910,P04826,1269
201910,P04827,392
201910,P04828,5105
201910,P04829,2576
201910,P04830,6843
201910,P04831,810
201910,P04832,2626
201910,P04833,7330
201910,P04834,3598
201910,P04835,4084
201910,P04836,1065
201910,P04837,5454
201910,P04838,3443
201910,P04839,7648
201910,P04840,1268
201910,P04841,1198
201910,P04842,5550
201910,P04843,10887
201910,P04844,2223
201910,P04845,2879
201910,P04846,9317
201910,P04847,464
201910,P04848,512
201910,P04849,1406
201910,P04850,4432
201910,P04851,518
201910,P04852,8971
201910,P04853,612
201910,P04854,3667
201910,P04855,6086
201910,P04856,4287
201910,P04857,2305
201910,P04858,6335
201910,P04859,8531
201910,P04860,137
201910,P04861,6036
201910,P04862,3888
201910,P04863,969
201910,P04864,4959
201910,P04865,5247
201910,P04866,1068
201910,P04867,17265
201910,P04868,4217
201910,P04869,5306
201910,P04870,1311
201910,P04871,2167
201910,P04872,3286
201910,P04873,11624
201910,P04874,6536
201910,P04875,1075
201910,P04876,3999
201910,P04877,933
201910,P04878,2263
201910,P04879,4973
201910,P04880,2287
201910,P04881,2937
201910,P04882,15711
201910,P04883,4761
201910,P04884,6182
201910,P04885,1585
201910,P04886,221
201910,P04887,1021
201910,P04888,7362
201910,P04889,5419
201910,P04890,1413
201910,P04891,768
201910,P04892,4139
201910,P04893,2177
201910,P04894,228
201910,P04895,2425
201910,P04896,1127
201910,P04897,33
201910,P04898,4311
201910,P04899,4216
201910,P04900,1898
201910,P04901,8784
201910,P04902,1328
201910,P04903,2122
201910,P04904,19892
201910,P04905,6251
201910,P04906,3400
201910,P04907,5235
201910,P04908,6436
201910,P04909,12382
201910,P04910,12781
201910,P04911,8355
201910,P04912,8468
201910,P04913,6327
201910,P04914,1886
201910,P04915,8884
201910,P04916,470
201910,P04917,1521
201910,P04918,9405
201910,P04919,3805
201910,P04920,7461
201910,P04921,1327
201910,P04922,204
201910,P04923,3287
201910,P04924,1927
201910,P04925,1361
201910,P04926,823
201910,P04927,7541
201910,P04928,10562
201910,P04929,5378
201910,P04930,1562
201910,P04931,18870
201910,P04932,1918
201910,P04933,1077
201910,P04934,1028
201910,P04935,1158
201910,P04936,1772
201910,P04937,1271
201910,P04938,2153
201910,P04939,2476
201910,P04940,2169
201910,P04941,9555
201910,P04942,2780
201910,P04943,2244
201910,P04944,6509
201910,P04945,7733
201910,P04946,3386
201910,P04947,24682
201910,P04948,19628
201910,P04949,856
201910,P04950,877
201910,P04951,549
201910,P04952,12856
201910,P04953,2820
201910,P04954,5720
201910,P04955,3014
201910,P04956,7357
201910,P04957,2993
201910,P04958,10085
201910,P04959,7900
201910,P04960,1169
201910,P04961,2074
201910,P04962,4215
201910,P04963,1484
201910,P04964,8359
201910,P04965,3081
201910,P04966,4707
201910,P04967,1600
201910,P04968,1421
201910,P04969,5994
201910,P04970,1102
201910,P04971,4689
201910,P04972,3077
201910,P04973,1745
201910,P04974,3880
201910,P04975,4816
201910,P04976,1268
201910,P04977,3148
201910,P04978,12022
201910,P04979,651
201910,P04980,767
201910,P04981,3429
201910,P04982,1479
201910,P04983,2650
201910,P04984,2456
201910,P04985,3415
201910,P04986,21765
201910,P04987,1794
201910,P04988,5967
201910,P04989,3277
201910,P04990,3080
201910,P04991,4686
201910,P04992,468
201910,P04993,542
201910,P04994,4971
201910,P04995,408
201910,P04996,1617
201910,P04997,1826
201910,P04998,35
201910,P04999,2987
201910,P05000,2146
201910,P05001,2743
201910,P05002,444
201910,P05003,1552
201910,P05004,4976
201910,P05005,6328
201910,P05006,28773
201910,P05007,5151
201910,P05008,6369
201910,P05009,9855
201910,P05010,1725
201910,P05011,7349
201910,P05012,9290
201910,P05013,2988
201910,P05014,872
201910,P05015,8215
201910,P05016,4664
201910,P05017,2920
201910,P05018,3957
201910,P05019,2108
201910,P05020,12080
201910,P05021,658
201910,P05022,3157
201910,P05023,2400
201910,P05024,2220
201910,P05025,2787
201910,P05026,2632
201910,P05027,2143
201910,P05028,2671
201910,P05029,3873
201910,P05030,3056
201910,P05031,4725
201910,P05032,766
201910,P05033,8138
201910,P05034,14443
201910,P05035,22141
201910,P05036,5633
201910,P05037,4523
201910,P05038,845
201910,P05039,882
201910,P05040,3966
201910,P05041,8956
201910,P05042,1053
201910,P05043,2896
201910,P05044,2524
201910,P05045,1098
201910,P05046,19822
201910,P05047,2332
201910,P05048,461
201910,P05049,303
201910,P05050,3074
201910,P05051,837
201910,P05052,908
201910,P05053,4086
201910,P05054,6804
201911,P05055,397
201911,P05056,4379
201911,P05057,2656
201911,P05058,512
201911,P05059,216
201911,P05060,3285
201911,P05061,2163
201911,P05062,8135
201911,P05063,1555
201911,P05064,1391
201911,P05065,7366
201911,P05066,5371
201911,P05067,980
201911,P05068,960
201911,P05069,3060
201911,P05070,2338
201911,P05071,955
201911,P05072,10840
201911,P05073,3597
201911,P05074,5245
201911,P05075,5486
201911,P05076,3056
201911,P05077,19231
201911,P05078,69
201911,P05079,5088
201911,P05080,4359
201911,P05081,7353
201911,P05082,8854
201911,P05083,52
201911,P05084,673
201911,P05085,1864
201911,P05086,4098
201911,P05087,9983
201911,P05088,5443
201911,P05089,3257
201911,P05090,3217
201911,P05091,5024
201911,P05092,3727
201911,P05093,1357
201911,P05094,383
201911,P05095,1083
201911,P05096,595
201911,P05097,5307
201911,P05098,4722
201911,P05099,6900
201911,P05100,5366
201911,P05101,2652
201911,P05102,8503
201911,P05103,4577
201911,P05104,327
201911,P05105,10363
201911,P05106,56842
201911,P05107,5516
201911,P05108,15555
201911,P05109,8553
201911,P05110,1236
201911,P05111,3104
201911,P05112,12168
201911,P05113,7189
201911,P05114,51
201911,P05115,653
201911,P05116,4233
201911,P05117,4608
201911,P05118,4586
201911,P05119,4862
201911,P05120,228
201911,P05121,6706
201911,P05122,14301
201911,P05123,1326
201911,P05124,10100
201911,P05125,5491
201911,P05126,4751
201911,P05127,3690
201911,P05128,342
201911,P05129,3920
201911,P05130,2435
201911,P05131,5254
201911,P05132,5943
201911,P05133,2086
201911,P05134,3756
201911,P05135,1425
201911,P05136,1731
201911,P05137,5218
201911,P05138,8986
201911,P05139,8134
201911,P05140,988
201911,P05141,20557
201911,P05142,7013
201911,P05143,3260
201911,P05144,3688
201911,P05145,950
201911,P05146,4179
201911,P05147,925
201911,P05148,12804
201911,P05149,25475
201911,P05150,3506
201911,P05151,14984
201911,P05152,3572
201911,P05153,4221
201911,P05154,10145
201911,P05155,5440
201911,P05156,1693
201911,P05157,9806
201911,P05158,750
201911,P05159,2926
201911,P05160,5973
201911,P05161,8006
201911,P05162,5629
201911,P05163,9274
201911,P05164,9130
201911,P05165,4652
201911,P05166,2570
201911,P05167,4227
201911,P05168,2403
201911,P05169,2659
201911,P05170,8565
201911,P05171,3890
201911,P05172,6935
201911,P05173,1150
201911,P05174,8209
201911,P05175,686
201911,P05176,7945
201911,P05177,2822
201911,P05178,2869
201911,P05179,5755
201911,P05180,6687
201911,P05181,13627
201911,P05182,12203
201911,P05183,7468
201911,P05184,2883
201911,P05185,732
201911,P05186,3824
201911,P05187,5706
201911,P05188,1884
201911,P05189,2440
201911,P05190,1483
201911,P05191,2009
201911,P05192,712
201911,P05193,14796
201911,P05194,4678
201911,P05195,1798
201911,P05196,14339
201911,P05197,2928
201911,P05198,26693
201911,P05199,7064
201911,P05200,6094
201911,P05201,6933
201911,P05202,3795
201911,P05203,1847
201911,P05204,184
201911,P05205,1314
201911,P05206,2147
201911,P05207,3143
201911,P05208,4620
201911,P05209,3503
201911,P05210,10282
201911,P05211,1487
201911,P05212,5201
201911,P05213,424
201911,P05214,10367
201911,P05215,4951
201911,P05216,10110
201911,P05217,2747
201911,P05218,121
201911,P05219,1543
201911,P05220,1557
201911,P05221,6608
201911,P05222,10953
201911,P05223,695
201911,P05224,2766
201911,P05225,3762
201911,P05226,2972
201911,P05227,2205
201911,P05228,2696
201911,P05229,142
201911,P05230,3247
201911,P05231,3734
201911,P05232,957
201911,P05233,4016
201911,P05234,924
201911,P05235,3138
201911,P05236,6784
201911,P05237,8579
201911,P05238,1459
201911,P05239,6554
201911,P05240,16096
201911,P05241,6735
201911,P05242,596
201911,P05243,6232
201911,P05244,16
201911,P05245,14474
201911,P05246,10016
201911,P05247,9448
201911,P05248,943
201911,P05249,2942
201911,P05250,152
201911,P05251,1314
201911,P05252,5806
201911,P05253,4835
201911,P05254,3374
201911,P05255,4066
201911,P05256,1090
201911,P05257,810
201911,P05258,3305
201911,P05259,2998
201911,P05260,22380
201911,P05261,3536
201911,P05262,1882
201911,P05263,743
201911,P05264,8205
201911,P05265,9255
201911,P05266,1108
201911,P05267,4846
201911,P05268,2702
201911,P05269,14471
201911,P05270,1003
201911,P05271,45392
201911,P05272,1241
201911,P05273,2835
201911,P05274,1446
201911,P05275,2523
201911,P05276,7728
201911,P05277,1903
201911,P05278,3222
201911,P05279,2562
201911,P05280,2393
201911,P05281,3158
201911,P05282,268
201911,P05283,841
201911,P05284,4526
201911,P05285,47
201911,P05286,1218
201911,P05287,3702
201911,P05288,9069
201911,P05289,600
201911,P05290,20290
201911,P05291,8212
201911,P05292,7694
201911,P05293,1704
201911,P05294,5467
201911,P05295,6563
201911,P05296,101
201911,P05297,1800
201911,P05298,1146
201911,P05299,5001
201911,P05300,3251
201911,P05301,1492
201911,P05302,5202
201911,P05303,851
201911,P05304,14442
201911,P05305,14185
201911,P05306,32885
201911,P05307,7144
201911,P05308,2441
201911,P05309,1207
201911,P05310,4246
201911,P05311,2557
201911,P05312,839
201911,P05313,462
201911,P05314,6384
201911,P05315,31789
201911,P05316,4128
201911,P05317,3703
201911,P05318,1598
201911,P05319,2595
201911,P05320,11964
201911,P05321,1598
201911,P05322,5584
201911,P05323,3425
201911,P05324,1415
201911,P05325,5795
201911,P05326,14616
201911,P05327,1403
201911,P05328,10152
201911,P05329,7593
201911,P05330,4610
201911,P05331,1737
201911,P05332,2633
201911,P05333,960
201911,P05334,12668
201911,P05335,10401
201911,P05336,4962
201911,P05337,6304
201911,P05338,5655
201911,P05339,5810
201911,P05340,10882
201911,P05341,4081
201911,P05342,16951
201911,P05343,2675
201911,P05344,6264
201911,P05345,7109
201911,P05346,521
201911,P05347,4954
201911,P05348,4856
201911,P05349,1979
201911,P05350,298
201911,P05351,4359
201911,P05352,3956
201911,P05353,24943
201911,P05354,1451
201911,P05355,2054
201911,P05356,1501
201911,P05357,5551
201911,P05358,12519
201911,P05359,2469
201911,P05360,2149
201911,P05361,3962
201911,P05362,1727
201911,P05363,4574
201911,P05364,901
201911,P05365,2279
201911,P05366,993
201911,P05367,3440
201911,P05368,15455
201911,P05369,1300
201911,P05370,1110
201911,P05371,5518
201911,P05372,20769
201911,P05373,4249
201911,P05374,993
201911,P05375,15228
201911,P05376,1813
201911,P05377,2046
201911,P05378,1997
201911,P05379,1785
201911,P05380,56
201911,P05381,3067
201911,P05382,1991
201911,P05383,3929
201911,P05384,1480
201911,P05385,4463
201911,P05386,10361
201911,P05387,7094
201911,P05388,4314
201911,P05389,1680
201911,P05390,4334
201911,P05391,5269
201911,P05392,5993
201911,P05393,8270
201911,P05394,3455
201911,P05395,11246
201911,P05396,7262
201911,P05397,31065
201911,P05398,553
201911,P05399,7818
201911,P05400,3470
201911,P05401,1537
201911,P05402,1364
201911,P05403,1296
201911,P05404,6614
201911,P05405,949
201911,P05406,4699
201911,P05407,2534
201911,P05408,7557
201911,P05409,1604
201911,P05410,3617
201911,P05411,1631
201911,P05412,9660
201911,P05413,4458
201911,P05414,10037
201911,P05415,4431
201911,P05416,412
201911,P05417,3357
201911,P05418,2134
201911,P05419,1263
201911,P05420,3208
201911,P05421,2494
201911,P05422,3106
201911,P05423,112
201911,P05424,4054
201911,P05425,5661
201911,P05426,1949
201911,P05427,3035
201911,P05428,4232
201911,P05429,3379
201911,P05430,3678
201911,P05431,923
201911,P05432,113
201911,P05433,1608
201911,P05434,6285
201911,P05435,7129
201911,P05436,6957
201911,P05437,6192
201911,P05438,11583
201911,P05439,2609
201911,P05440,2850
201911,P05441,7299
201911,P05442,5108
201911,P05443,10424
201911,P05444,4083
201911,P05445,3867
201911,P05446,1248
201911,P05447,981
201911,P05448,1327
201911,P05449,3678
201911,P05450,12821
201911,P05451,1607
201911,P05452,4725
201911,P05453,1947
201911,P05454,3627
201911,P05455,6299
201911,P05456,5953
201911,P05457,32703
201911,P05458,27
201911,P05459,3139
201911,P05460,3512
201911,P05461,4464
201911,P05462,15097
201911,P05463,3001
201911,P05464,11555
201911,P05465,45991
201911,P05466,109
201911,P05467,8810
201911,P05468,6779
201911,P05469,3042
201911,P05470,413
201911,P05471,5603
201911,P05472,6743
201911,P05473,813
201911,P05474,469
201911,P05475,7455
201911,P05476,7471
201911,P05477,1332
201911,P05478,5418
201911,P05479,6067
201911,P05480,1219
201911,P05481,503
201911,P05482,6298
201911,P05483,4185
201911,P05484,11887
201911,P05485,2905
201911,P05486,4630
201911,P05487,1522
201911,P05488,3924
201911,P05489,4217
201911,P05490,1035
201911,P05491,616
201911,P05492,2188
201911,P05493,2384
201911,P05494,2294
201911,P05495,6631
201911,P05496,4589
201911,P05497,6374
201911,P05498,212
201911,P05499,7463
201911,P05500,2489
201911,P05501,91
201911,P05502,3558
201911,P05503,5280
201911,P05504,11442
201911,P05505,8707
201911,P05506,6053
201911,P05507,10470
201911,P05508,2619
201911,P05509,3025
201911,P05510,1951
201911,P05511,3581
201911,P05512,12055
201911,P05513,4351
201911,P05514,7094
201911,P05515,1091
201911,P05516,8990
201911,P05517,8973
201911,P05518,7880
201911,P05519,128
201911,P05520,3040
201911,P05521,12211
201911,P05522,2240
201911,P05523,2537
201911,P05524,14963
201911,P05525,948
201911,P05526,8657
201911,P05527,1416
201911,P05528,2541
201911,P05529,1369
201911,P05530,2729
201911,P05531,4061
201911,P05532,1864
201911,P05533,6551
201911,P05534,945
201911,P05535,5620
201911,P05536,3786
201911,P05537,1133
201911,P05538,4188
201911,P05539,9466
201911,P05540,2568
201911,P05541,2936
201911,P05542,561
201911,P05543,789
201911,P05544,905
201911,P05545,2392
201911,P05546,2716
201911,P05547,586
201912,P05548,6201
201912,P05549,6407
201912,P05550,15035
201912,P05551,3910
201912,P05552,549
201912,P05553,14562
201912,P05554,2874
201912,P05555,12788
201912,P05556,4461
201912,P05557,1130
201912,P05558,1388
201912,P05559,2707
201912,P05560,11779
201912,P05561,12512
201912,P05562,4149
201912,P05563,4013
201912,P05564,404
201912,P05565,36221
201912,P05566,7650
201912,P05567,4712
201912,P05568,2532
201912,P05569,3233
201912,P05570,1422
201912,P05571,377
201912,P05572,2787
201912,P05573,18653
201912,P05574,1102
201912,P05575,2250
201912,P05576,10518
201912,P05577,1864
201912,P05578,2827
201912,P05579,1599
201912,P05580,1702
201912,P05581,13760
201912,P05582,3685
201912,P05583,9811
201912,P05584,10798
201912,P05585,6722
201912,P05586,1529
201912,P05587,1000
201912,P05588,5866
201912,P05589,61
201912,P05590,831
201912,P05591,1534
201912,P05592,3226
201912,P05593,27983
201912,P05594,2027
201912,P05595,1179
201912,P05596,1097
201912,P05597,3133
201912,P05598,4076
201912,P05599,1575
201912,P05600,3719
201912,P05601,2476
201912,P05602,9583
201912,P05603,1464
201912,P05604,1219
201912,P05605,12520
201912,P05606,213
201912,P05607,3113
201912,P05608,2327
201912,P05609,2584
201912,P05610,4262
201912,P05611,4321
201912,P05612,905
201912,P05613,493
201912,P05614,4159
201912,P05615,1257
201912,P05616,8603
201912,P05617,5279
201912,P05618,823
201912,P05619,2072
201912,P05620,8662
201912,P05621,4308
201912,P05622,645
201912,P05623,1285
201912,P05624,2893
201912,P05625,54
201912,P05626,7966
201912,P05627,1908
201912,P05628,1040
201912,P05629,5103
201912,P05630,2841
201912,P05631,7073
201912,P05632,4537
201912,P05633,1239
201912,P05634,12349
201912,P05635,4987
201912,P05636,3131
201912,P05637,1942
201912,P05638,52
201912,P05639,2593
201912,P05640,2979
201912,P05641,6504
201912,P05642,8942
201912,P05643,3206
201912,P05644,4002
